video_url,description,class
https://www.tiktok.com/@prince_kkyy/video/7559045491355389214,RETURNED THAT LOTION REAL QUICK TODAY! 🤢🤢🤢🤢 #cerave #skincare,neg
https://www.tiktok.com/@princess.zeenah/video/7491022310393138437,"I was really so disappointed, like this is the cerave hype 😭😭 . . . . #cerave #skincare #skincarereview #fyp #skincarerant",neg
https://www.tiktok.com/@nirvannaluxbeauty/video/7645501360284224788,I am a broken record. #skincare #scam #ikeepsayingit,neg
https://www.tiktok.com/@lawsuitguru/video/7646410261632404766,CeraVe was linked to cancer. Here’s what to know…  #classaction #lawsuit #cerave #cancer #healthcare,neg
https://www.tiktok.com/@wessie7582/video/7184919418315689262,Replying to @vanessarc70 #skintok #betterskin #youngerskin #toxicingredients #cereve #cetaphil #skincareproducts #dailyskincareroutine #skincaretips #skincareingredients,neg
https://www.tiktok.com/@marinacristofani/video/7654358797099470101,#cerave,neg
https://www.tiktok.com/@esraagalal21/video/7519570063616232712,I regret buying this!!!                                  #fypシ #fypシ゚viral #fyp #skincare #skincareroutine #cerave #blogger #review,neg
https://www.tiktok.com/@angelocaa/video/7496275336754121990,NO SE CREAN TODO LO QUE RECOMIENDAN EN REDES ES VERDAD!!! @CeraVe 🚫🆘 #skincare #bogota #skincaretips #tipsdebelleza,neg
https://www.tiktok.com/@markland_/video/7524897279451385093,I have been trying out sunscreens for the past two weeks and thia one is by far one of the worst. Left such a white cast and i really tried to rub it in. Plus i really had high hopes. #sunscreen #sunscreenreview #skincarereview #productreview #cerave,neg
https://www.tiktok.com/@tom_johnn/video/7645277971015617824,Les sources :  @zainab_khenissi https://www.classaction.org/news/certain-cerave-acne-treatments-contain-harmful-levels-of-benzene-class-action-says https://topclassactions.com/lawsuit-settlements/consumer-products/beauty-products/cerave-class-action-claims-benzoyl-peroxide-cleanser-contains-benzene/ https://www.skadden.com/insights/publications/2025/03/fda-contradicts-benzene-class-actions https://www.globalcosmeticsnews.com/loreal-faces-mdl-petition-over-benzene-contaminated-acne-treatments/ https://edition.cnn.com/2024/03/06/health/benzene-acne-products-valisure https://cosmeticsbusiness.com/l-or%C3%A9al-faces-six-lawsuits-over-benzene-contamination-in-acne-treatments https://www.quechoisir.org/actualite-reglementation-europeenne-des-cosmetiques-un-projet-nefaste-en-cours-de-validation-n175326/ https://reporterre.net/LVMH-et-L-Oreal-depensent-des-millions-pour-retarder-l-interdiction-de-vente-de-leurs https://www.instagram.com/reels/DMkTAM_uqLe/ https://www.tf1info.fr/sante/beef-tallow-slugging-pourquoi-appliquer-de-la-graisse-de-boeuf-sur-le-visage-n-est-pas-une-bonne-idee-selon-une-dermatologue-2371828.html https://www.najafianmd.com/blog/fda-urged-to-recall-skincare-products-linked-to-risk-of-cancer https://edition.cnn.com/2024/03/06/health/benzene-acne-products-valisure,neg
